gene,essential_category,database,Protein
AARSD1,Non-essential,D,Q9BTE6
DCUN1D5,Cancer,O,Q9BTE7
THUMPD2,Non-essential,D,Q9BTF0
PAGR1,Non-essential,D,Q9BTK6
IER2,Non-essential,D,Q9BTL4
H2AJ,Non-essential,D,Q9BTM1
URM1,Core,D,Q9BTM9
LRFN3,Non-essential,D,Q9BTN0
ZBED2,Non-essential,D,Q9BTP6
FAAP24,Non-essential,D,Q9BTP7
ANP32E,Non-essential,D,Q9BTT0
MED10,Non-essential,D,Q9BTT4
LRRC1,Cancer,O,Q9BTT6
PI4K2A,Non-essential,D,Q9BTU6
TMEM43,Non-essential,D,Q9BTV4
FSD1,Cancer,O,Q9BTV5
DPH7,Non-essential,D,Q9BTV6
CABLES2,Non-essential,D,Q9BTV7
TBCD,Core,D,Q9BTW9
NDC1,Non-essential,D,Q9BTX1
TMEM208,Non-essential,D,Q9BTX3
TTPAL,Non-essential,D,Q9BTX7
FUCA2,Non-essential,D,Q9BTY2
HGH1,Non-essential,D,Q9BTY7
DHRS4,Non-essential,D,Q9BTZ2
THTPA,Non-essential,D,Q9BU02
ZNF692,Non-essential,D,Q9BU19
CPLANE2,Non-essential,D,Q9BU20
LMF2,Non-essential,D,Q9BU23
CHRDL1,Non-essential,D,Q9BU40
NDUFAF3,Non-essential,D,Q9BU61
CENPO,Non-essential,D,Q9BU64
PRR15L,Non-essential,D,Q9BU68
TRMO,Non-essential,D,Q9BU70
C1orf35,Non-essential,D,Q9BU76
TMEM243,Non-essential,D,Q9BU79
DOHH,Non-essential,D,Q9BU89
SPINDOC,Non-essential,D,Q9BUA3
MYL10,Non-essential,D,Q9BUA6
ADAT1,Cancer,O,Q9BUB4
MKNK1,Cancer,O,Q9BUB5
TMEM70,Non-essential,D,Q9BUB7
MED18,Core,D,Q9BUE0
ISCA1,Non-essential,D,Q9BUE6
TUBB6,Non-essential,D,Q9BUF5
CRB3,Non-essential,D,Q9BUF7
ZSCAN5A,Non-essential,D,Q9BUG6
PAXX,Non-essential,D,Q9BUH6
BEGAIN,Non-essential,D,Q9BUH8
POLR3C,Core,B,Q9BUI4
ABHD14A,Non-essential,D,Q9BUJ0
HNRNPUL1,Cancer,O,Q9BUJ2
CHCHD7,Non-essential,D,Q9BUK0
MSTO1,Core,D,Q9BUK6
PHF23,Non-essential,D,Q9BUL5
PDCD10,Non-essential,D,Q9BUL8
RPP25,Non-essential,D,Q9BUL9
G6PC3,Non-essential,D,Q9BUM1
C1orf56,Non-essential,D,Q9BUN1
CCDC28B,Cancer,O,Q9BUN5
DERL1,Non-essential,D,Q9BUN8
EFHD1,Non-essential,D,Q9BUP0
HTATIP2,Non-essential,D,Q9BUP3
DDX23,Core,D,Q9BUQ8
WRAP53,Non-essential,D,Q9BUR4
APOO,Non-essential,D,Q9BUR5
BDH2,Non-essential,D,Q9BUT1
MCRIP2,Non-essential,D,Q9BUT9
METTL22,Non-essential,D,Q9BUU2
RSRP1,Non-essential,D,Q9BUV0
RAB5IF,Non-essential,D,Q9BUV8
BBLN,Non-essential,D,Q9BUW7
CHAC1,Non-essential,D,Q9BUX1
ZNF426,Cancer,O,Q9BUY5
EFCAB11,Non-essential,D,Q9BUY7
TRAF4,Non-essential,D,Q9BUZ4
ALG12,Non-essential,D,Q9BV10
C1orf50,Non-essential,D,Q9BV19
MRI1,Non-essential,D,Q9BV20
ABHD6,Non-essential,D,Q9BV23
CCDC32,Non-essential,D,Q9BV29
SLC25A23,Non-essential,D,Q9BV35
MLPH,Non-essential,D,Q9BV36
WDR18,Core,D,Q9BV38
VAMP8,Non-essential,D,Q9BV40
THUMPD3,Non-essential,D,Q9BV44
DUSP26,Non-essential,D,Q9BV47
ADI1,Cancer,O,Q9BV57
RNF126,Non-essential,D,Q9BV68
CEP250,Non-essential,D,Q9BV73
MECR,Non-essential,D,Q9BV79
EMC6,Non-essential,D,Q9BV81
NTMT1,Non-essential,D,Q9BV86
CNPPD1,Non-essential,D,Q9BV87
SNRNP25,Core,B,Q9BV90
EDEM2,Non-essential,D,Q9BV94
ZNF747,Cancer,O,Q9BV97
LRRC61,Non-essential,D,Q9BV99
KATNB1,Non-essential,D,Q9BVA0
TUBB2B,Non-essential,D,Q9BVA1
FICD,Non-essential,D,Q9BVA6
DSCC1,Non-essential,D,Q9BVC3
MLST8,Non-essential,D,Q9BVC4
C2orf49,Cancer,O,Q9BVC5
TMEM109,Non-essential,D,Q9BVC6
TRIM62,Non-essential,D,Q9BVG3
PBDC1,Non-essential,D,Q9BVG4
KIFC3,Non-essential,D,Q9BVG8
PTDSS2,Non-essential,D,Q9BVG9
ST6GALNAC5,Non-essential,D,Q9BVH7
PHF20,Cancer,O,Q9BVI0
NOC4L,Core,D,Q9BVI4
UTP14A,Non-essential,D,Q9BVJ6
DUSP23,Non-essential,D,Q9BVJ7
ALG8,Non-essential,D,Q9BVK2
TMED9,Cancer,O,Q9BVK6
TMEM147,Non-essential,D,Q9BVK8
NUP58,Non-essential,D,Q9BVL2
SELENOO,Non-essential,D,Q9BVL4
DPCD,Non-essential,D,Q9BVM2
GGACT,Non-essential,D,Q9BVM4
RUSC1,Non-essential,D,Q9BVN2
GNL3,Core,B,Q9BVP2
AFG2B,Core,D,Q9BVQ7
RIOK2,Core,D,Q9BVS4
TRMT61B,Non-essential,D,Q9BVS5
TMUB1,Non-essential,D,Q9BVT8
FNDC11,Non-essential,D,Q9BVV2
KIAA0586,Non-essential,D,Q9BVV6
TIMM21,Non-essential,D,Q9BVV7
TIPIN,Core,D,Q9BVW5
TMEM106C,Non-essential,D,Q9BVX2
C1orf116,Non-essential,D,Q9BW04
MXD3,Non-essential,D,Q9BW11
KIFC1,Non-essential,D,Q9BW19
NUP85,Core,D,Q9BW27
TPPP3,Non-essential,D,Q9BW30
ELOVL1,Non-essential,D,Q9BW60
DDA1,Non-essential,D,Q9BW61
KATNAL1,Non-essential,D,Q9BW62
CINP,Core,D,Q9BW66
HIRIP3,Non-essential,D,Q9BW71
HIGD2A,Non-essential,D,Q9BW72
IFT27,Non-essential,D,Q9BW83
YJU2,Core,D,Q9BW85
NUDT9,Non-essential,D,Q9BW91
TARS2,Non-essential,D,Q9BW92
CCDC106,Non-essential,D,Q9BWC9
ACAT2,Non-essential,D,Q9BWD1
RTL8A,Non-essential,D,Q9BWD3
REPIN1,Non-essential,D,Q9BWE0
TRAIP,Non-essential,D,Q9BWF2
RBM4,Non-essential,D,Q9BWF3
SSBP4,Non-essential,D,Q9BWG4
SCNM1,Non-essential,D,Q9BWG6
FUNDC2,Non-essential,D,Q9BWH2
RPAP1,Core,B,Q9BWH6
SF3B5,Core,B,Q9BWJ5
CYREN,Non-essential,D,Q9BWK5
ZNF416,Non-essential,D,Q9BWM5
SFXN3,Non-essential,D,Q9BWM7
PRR14,Non-essential,D,Q9BWN1
COLEC11,Non-essential,D,Q9BWP8
YIPF2,Non-essential,D,Q9BWQ6
FAIM2,Non-essential,D,Q9BWQ8
CHID1,Non-essential,D,Q9BWS9
CDCA7,Non-essential,D,Q9BWT1
PAPOLG,Non-essential,D,Q9BWT3
MND1,Non-essential,D,Q9BWT6
CARD10,Non-essential,D,Q9BWT7
SLC4A1AP,Non-essential,D,Q9BWU0
CDK19,Non-essential,D,Q9BWU1
BOC,Non-essential,D,Q9BWV1
SPATA9,Non-essential,D,Q9BWV2
CDADC1,Non-essential,D,Q9BWV3
TTLL2,Non-essential,D,Q9BWV7
SSBP3,Non-essential,D,Q9BWW4
SCRT1,Non-essential,D,Q9BWW7
APOL6,Non-essential,D,Q9BWW8
APOL5,Cancer,O,Q9BWW9
PHF7,Non-essential,D,Q9BWX1
GATA5,Non-essential,D,Q9BWX5
GTPBP2,Non-essential,D,Q9BX10
SYCP2,Non-essential,D,Q9BX26
LSM14B,Non-essential,D,Q9BX40
RBM24,Non-essential,D,Q9BX46
GGTLC1,Non-essential,D,Q9BX51
TAPBPL,Non-essential,D,Q9BX59
BRIP1,Non-essential,D,Q9BX63
SORBS1,Non-essential,D,Q9BX66
JAM3,Cancer,O,Q9BX67
HINT2,Non-essential,D,Q9BX68
CARD6,Non-essential,D,Q9BX69
BTBD2,Non-essential,D,Q9BX70
TM2D2,Non-essential,D,Q9BX73
TM2D1,Non-essential,D,Q9BX74
STRA6,Non-essential,D,Q9BX79
ZNF471,Non-essential,D,Q9BX82
TRPM6,Non-essential,D,Q9BX84
PLA2G12B,Non-essential,D,Q9BX93
SGPP1,Non-essential,D,Q9BX95
PLVAP,Non-essential,D,Q9BX97
SUCNR1,Cancer,O,Q9BXA5
TSSK6,Non-essential,D,Q9BXA6
TSSK1B,Non-essential,D,Q9BXA7
SALL3,Non-essential,D,Q9BXA9
LGR4,Non-essential,D,Q9BXB1
OSBPL11,Cancer,O,Q9BXB4
OSBPL10,Non-essential,D,Q9BXB5
SPATA16,Non-essential,D,Q9BXB7
HCAR1,Cancer,O,Q9BXC0
GPR174,Cancer,O,Q9BXC1
BBS2,Non-essential,D,Q9BXC9
NPL,Non-essential,D,Q9BXD5
CECR2,Non-essential,D,Q9BXF3
RAB11FIP5,Non-essential,D,Q9BXF6
TEKT3,Non-essential,D,Q9BXF9
SPZ1,Non-essential,D,Q9BXG8
BBC3,Non-essential,D,Q9BXH1
SLC25A2,Cancer,O,Q9BXI2
NT5C1A,Non-essential,D,Q9BXI3
TBC1D10A,Non-essential,D,Q9BXI6
C1QTNF6,Non-essential,D,Q9BXI9
C1QTNF5,Non-essential,D,Q9BXJ0
C1QTNF1,Non-essential,D,Q9BXJ1
C1QTNF7,Non-essential,D,Q9BXJ2
C1QTNF4,Non-essential,D,Q9BXJ3
C1QTNF3,Non-essential,D,Q9BXJ4
C1QTNF2,Non-essential,D,Q9BXJ5
AMN,Cancer,O,Q9BXJ7
TMEM120A,Non-essential,D,Q9BXJ8
NAA15,Core,D,Q9BXJ9
KLF16,Non-essential,D,Q9BXK1
BCL2L13,Cancer,O,Q9BXK5
HEMGN,Cancer,O,Q9BXL5
CARD14,Non-essential,D,Q9BXL6
CARD11,Cancer,O,Q9BXL7
CDCA4,Non-essential,D,Q9BXL8
PRX,Non-essential,D,Q9BXM0
PINK1,Cancer,O,Q9BXM7
FSD1L,Cancer,O,Q9BXM9
CLEC7A,Non-essential,D,Q9BXN2
SLC12A9,Non-essential,D,Q9BXP2
SRRT,Core,B,Q9BXP5
PAPPA2,Non-essential,D,Q9BXP8
TMEM121B,Non-essential,D,Q9BXQ6
QTRT1,Non-essential,D,Q9BXR0
TLR10,Non-essential,D,Q9BXR5
CFHR5,Cancer,O,Q9BXR6
COL25A1,Non-essential,D,Q9BXS0
IDI2,Non-essential,D,Q9BXS1
TMEM59,Non-essential,D,Q9BXS4
AP1M1,Cancer,O,Q9BXS5
NUSAP1,Non-essential,D,Q9BXS6
SLC26A6,Non-essential,D,Q9BXS9
CACNG6,Cancer,O,Q9BXT2
TDRD1,Non-essential,D,Q9BXT4
TEX15,Non-essential,D,Q9BXT5
MOV10L1,Cancer,O,Q9BXT6
RNF17,Non-essential,D,Q9BXT8
TEX12,Non-essential,D,Q9BXU0
STK31,Non-essential,D,Q9BXU1
TEX13B,Non-essential,D,Q9BXU2
TEX13A,Non-essential,D,Q9BXU3
USP26,Non-essential,D,Q9BXU7
FTHL17,Non-essential,D,Q9BXU8
CALN1,Non-essential,D,Q9BXU9
GON7,Non-essential,D,Q9BXV9
MAP1LC3C,Cancer,O,Q9BXW4
OSBPL1A,Non-essential,D,Q9BXW6
HDHD5,Non-essential,D,Q9BXW7
FANCD2,Non-essential,D,Q9BXW9
EMILIN2,Non-essential,D,Q9BXX0
ANKRD30B,Non-essential,D,Q9BXX2
ANKRD30A,Cancer,O,Q9BXX3
MAK16,Core,B,Q9BXY0
RSPO3,Non-essential,D,Q9BXY4
CAPS2,Cancer,O,Q9BXY5
BEX2,Non-essential,D,Q9BXY8
SLC4A5,Cancer,O,Q9BY07
EBPL,Cancer,O,Q9BY08
SLC46A2,Non-essential,D,Q9BY10
PACSIN1,Non-essential,D,Q9BY11
SCAPER,Non-essential,D,Q9BY12
TEX101,Non-essential,D,Q9BY14
ADGRE3,Non-essential,D,Q9BY15
MS4A8,Non-essential,D,Q9BY19
GPR87,Non-essential,D,Q9BY21
DGCR6L,Cancer,O,Q9BY27
ZNF717,Non-essential,D,Q9BY31
ITPA,Non-essential,D,Q9BY32
HDAC8,Non-essential,D,Q9BY41
RTF2,Core,D,Q9BY42
CHMP4A,Non-essential,D,Q9BY43
EIF2A,Non-essential,D,Q9BY44
PECR,Non-essential,D,Q9BY49
SEC11C,Cancer,O,Q9BY50
UGT2B28,Non-essential,D,Q9BY64
KDM5D,Non-essential,D,Q9BY66
CADM1,Cancer,O,Q9BY67
LRRC3,Non-essential,D,Q9BY71
ANGPTL4,Non-essential,D,Q9BY76
POLDIP3,Non-essential,D,Q9BY77
RNF26,Non-essential,D,Q9BY78
MFRP,Non-essential,D,Q9BY79
DUSP16,Non-essential,D,Q9BY84
KIAA1671,Non-essential,D,Q9BY89
GNB1L,Core,D,Q9BYB4
OXCT2,Non-essential,D,Q9BYC2
FUT8,Non-essential,D,Q9BYC5
MRPL32,Non-essential,D,Q9BYC8
MRPL20,Non-essential,D,Q9BYC9
MRPL13,Non-essential,D,Q9BYD1
MRPL9,Non-essential,D,Q9BYD2
MRPL4,Core,D,Q9BYD3
CNFN,Cancer,O,Q9BYD5
MRPL1,Non-essential,D,Q9BYD6
ACTRT3,Non-essential,D,Q9BYD9
HES7,Non-essential,D,Q9BYE0
TMPRSS13,Non-essential,D,Q9BYE2
LCE3D,Non-essential,D,Q9BYE3
SPRR2G,Non-essential,D,Q9BYE4
PCGF6,Non-essential,D,Q9BYE7
CDHR2,Non-essential,D,Q9BYE9
ACE2,Non-essential,D,Q9BYF1
B3GNT5,Cancer,O,Q9BYG0
NIFK,Core,D,Q9BYG3
PARD6G,Non-essential,D,Q9BYG4
PARD6B,Non-essential,D,Q9BYG5
MRO,Non-essential,D,Q9BYG7
GSDMC,Cancer,O,Q9BYG8
SEZ6L,Non-essential,D,Q9BYH1
NFKBIZ,Non-essential,D,Q9BYH8
HYCC1,Non-essential,D,Q9BYI3
FGFBP2,Non-essential,D,Q9BYJ0
ALOXE3,Non-essential,D,Q9BYJ1
TRIM34,Non-essential,D,Q9BYJ4
YTHDF1,Non-essential,D,Q9BYJ9
HELZ2,Non-essential,D,Q9BYK8
SAMD10,Non-essential,D,Q9BYL1
RBCK1,Non-essential,D,Q9BYM8
SRXN1,Non-essential,D,Q9BYN0
ZNF341,Non-essential,D,Q9BYN7
MRPS26,Non-essential,D,Q9BYN8
WNK3,Non-essential,D,Q9BYP7
KRTAP17-1,Non-essential,D,Q9BYP8
KRTAP9-9,Non-essential,D,Q9BYP9
KRTAP9-8,Non-essential,D,Q9BYQ0
KRTAP9-3,Non-essential,D,Q9BYQ3
KRTAP4-6,Non-essential,D,Q9BYQ5
KRTAP4-11,Non-essential,D,Q9BYQ6
KRTAP4-1,Non-essential,D,Q9BYQ7
KRTAP4-9,Non-essential,D,Q9BYQ8
KRTAP4-8,Non-essential,D,Q9BYQ9
KRTAP4-5,Non-essential,D,Q9BYR2
KRTAP4-4,Non-essential,D,Q9BYR3
KRTAP4-3,Non-essential,D,Q9BYR4
KRTAP4-2,Core,D,Q9BYR5
KRTAP3-3,Non-essential,D,Q9BYR6
KRTAP3-2,Non-essential,D,Q9BYR7
KRTAP3-1,Non-essential,D,Q9BYR8
KRTAP1-5,Non-essential,D,Q9BYS1
LRRC2,Non-essential,D,Q9BYS8
SLC17A9,Non-essential,D,Q9BYT1
STK33,Cancer,O,Q9BYT3
NLN,Non-essential,D,Q9BYT8
ANO3,Non-essential,D,Q9BYT9
PBX4,Non-essential,D,Q9BYU1
AGXT2,Non-essential,D,Q9BYV1
TRIM54,Non-essential,D,Q9BYV2
TRIM55,Non-essential,D,Q9BYV6
BCO2,Non-essential,D,Q9BYV7
CEP41,Non-essential,D,Q9BYV8
BACH2,Non-essential,D,Q9BYV9
SLC2A11,Non-essential,D,Q9BYW1
SETD2,Non-essential,D,Q9BYW2
DEFB126,Non-essential,D,Q9BYW3
TBC1D2,Non-essential,D,Q9BYX2
IFIH1,Non-essential,D,Q9BYX4
LDHAL6B,Non-essential,D,Q9BYZ2
RHOBTB2,Non-essential,D,Q9BYZ6
REG4,Non-essential,D,Q9BYZ8
ADAM33,Non-essential,D,Q9BZ11
ANKRD60,Non-essential,D,Q9BZ19
PANK2,Non-essential,D,Q9BZ23
DOCK9,Non-essential,D,Q9BZ29
FRMD8,Non-essential,D,Q9BZ67
PITPNM3,Non-essential,D,Q9BZ71
PITPNM2,Non-essential,D,Q9BZ72
CNTNAP3,Non-essential,D,Q9BZ76
MAGEB5,Non-essential,D,Q9BZ81
NSD3,Non-essential,D,Q9BZ95
PCDH11X,Cancer,O,Q9BZA7
PCDH11Y,Non-essential,D,Q9BZA8
CPEB1,Non-essential,D,Q9BZB8
CELF4,Non-essential,D,Q9BZC1
ABCA2,Non-essential,D,Q9BZC7
SLC29A3,Non-essential,D,Q9BZD2
NUF2,Core,B,Q9BZD4
PRRG4,Non-essential,D,Q9BZD6
PRRG3,Non-essential,D,Q9BZD7
GLIS2,Non-essential,D,Q9BZE0
MRPL37,Non-essential,D,Q9BZE1
PUS3,Non-essential,D,Q9BZE2
BARHL1,Non-essential,D,Q9BZE3
GTPBP4,Core,B,Q9BZE4
C22orf23,Non-essential,D,Q9BZE7
ASPSCR1,Non-essential,D,Q9BZE9
OSBPL8,Non-essential,D,Q9BZF1
OSBPL7,Non-essential,D,Q9BZF2
OSBPL6,Non-essential,D,Q9BZF3
UACA,Non-essential,D,Q9BZF9
RAB34,Non-essential,D,Q9BZG1
ACP4,Non-essential,D,Q9BZG2
DPH1,Non-essential,D,Q9BZG8
WDR11,Non-essential,D,Q9BZH6
IRX2,Non-essential,D,Q9BZI1
UPF3B,Non-essential,D,Q9BZI7
CRNKL1,Core,B,Q9BZJ0
TPSD1,Non-essential,D,Q9BZJ3
SLC25A39,Cancer,O,Q9BZJ4
GPR63,Non-essential,D,Q9BZJ6
GPR62,Non-essential,D,Q9BZJ7
GPR61,Non-essential,D,Q9BZJ8
TBL1XR1,Non-essential,D,Q9BZK7
UBL5,Core,B,Q9BZL1
SMIM3,Non-essential,D,Q9BZL3
PPP1R12C,Non-essential,D,Q9BZL4
PRKD2,Non-essential,D,Q9BZL6
PLA2G12A,Cancer,O,Q9BZM1
PLA2G2F,Cancer,O,Q9BZM2
GSX2,Non-essential,D,Q9BZM3
ULBP3,Non-essential,D,Q9BZM4
ULBP2,Non-essential,D,Q9BZM5
ULBP1,Non-essential,D,Q9BZM6
CHIA,Cancer,O,Q9BZP6
SHCBP1L,Non-essential,D,Q9BZQ2
NMNAT2,Non-essential,D,Q9BZQ4
EDEM3,Non-essential,D,Q9BZQ6
NIBAN1,Non-essential,D,Q9BZQ8
RTN4R,Non-essential,D,Q9BZR6
BCL2L14,Non-essential,D,Q9BZR8
TRIM8,Non-essential,D,Q9BZR9
FOXP3,Non-essential,D,Q9BZS1
UBXN6,Non-essential,D,Q9BZV1
SLC19A3,Cancer,O,Q9BZV2
IMPG2,Non-essential,D,Q9BZV3
SLC13A1,Non-essential,D,Q9BZW2
TM6SF2,Non-essential,D,Q9BZW4
TM6SF1,Non-essential,D,Q9BZW5
TSGA10,Cancer,O,Q9BZW7
CD244,Non-essential,D,Q9BZW8
UCK2,Non-essential,D,Q9BZX2
ROPN1B,Non-essential,D,Q9BZX4
TRIM31,Non-essential,D,Q9BZY9
SIGLEC1,Non-essential,D,Q9BZZ2
API5,Non-essential,D,Q9BZZ5
NLRP1,Non-essential,D,Q9C000
SPRY4,Non-essential,D,Q9C004
DPY30,Non-essential,D,Q9C005
FOXQ1,Non-essential,D,Q9C009
PKIB,Non-essential,D,Q9C010
TRIM15,Non-essential,D,Q9C019
TRIM9,Cancer,O,Q9C026
TRIM7,Non-essential,D,Q9C029
TRIM6,Non-essential,D,Q9C030
TRIM5,Non-essential,D,Q9C035
TRIM4,Non-essential,D,Q9C037
TRIM2,Non-essential,D,Q9C040
NKX6-2,Non-essential,D,Q9C056
FAM117A,Non-essential,D,Q9C073
KRT23,Non-essential,D,Q9C075
INO80B,Non-essential,D,Q9C086
GREB1L,Non-essential,D,Q9C091
SPEF2,Cancer,O,Q9C093
DCLK3,Cancer,O,Q9C098
LRRCC1,Non-essential,D,Q9C099
CNTNAP4,Non-essential,D,Q9C0A0
ZFHX2,Non-essential,D,Q9C0A1
SETD5,Non-essential,D,Q9C0A6
UNK,Non-essential,D,Q9C0B0
FTO,Non-essential,D,Q9C0B1
CFAP74,Non-essential,D,Q9C0B2
ZDHHC5,Non-essential,D,Q9C0B5
BRINP2,Non-essential,D,Q9C0B6
TANGO6,Core,B,Q9C0B7
ZCCHC2,Non-essential,D,Q9C0B9
TNKS1BP1,Non-essential,D,Q9C0C2
SEMA4C,Non-essential,D,Q9C0C4
CIPC,Non-essential,D,Q9C0C6
AMBRA1,Cancer,O,Q9C0C7
UBE2O,Non-essential,D,Q9C0C9
PHACTR1,Non-essential,D,Q9C0D0
CEP295,Non-essential,D,Q9C0D2
ZYG11B,Non-essential,D,Q9C0D3
ZNF518B,Non-essential,D,Q9C0D4
TANC1,Non-essential,D,Q9C0D5
FHDC1,Non-essential,D,Q9C0D6
ZC3H12C,Cancer,O,Q9C0D7
SELENOI,Non-essential,D,Q9C0D9
XPO4,Cancer,O,Q9C0E2
GRIP2,Non-essential,D,Q9C0E4
LNPK,Non-essential,D,Q9C0E8
ASXL3,Non-essential,D,Q9C0F0
CEP44,Non-essential,D,Q9C0F1
ZNF436,Non-essential,D,Q9C0F3
ZNF407,Core,D,Q9C0G0
DNAH6,Non-essential,D,Q9C0G6
TTYH3,Non-essential,D,Q9C0H2
ARHGAP39,Non-essential,D,Q9C0H5
KLHL4,Non-essential,D,Q9C0H6
SRCIN1,Non-essential,D,Q9C0H9
MTMR12,Cancer,O,Q9C0I1
CCSER1,Cancer,O,Q9C0I3
THSD7B,Non-essential,D,Q9C0I4
LRRC27,Non-essential,D,Q9C0I9
B3GNT4,Non-essential,D,Q9C0J1
WDR33,Core,B,Q9C0J8
BHLHE41,Non-essential,D,Q9C0J9
BCL11B,Cancer,O,Q9C0K0
SLC39A8,Cancer,O,Q9C0K1
ACTR3C,Cancer,O,Q9C0K3
STRADB,Cancer,O,Q9C0K7
OR2B2,Non-essential,D,Q9GZK3
OR2H1,Non-essential,D,Q9GZK4
OR2J1,Non-essential,D,Q9GZK6
OR11A1,Non-essential,D,Q9GZK7
WDR12,Core,B,Q9GZL7
YIPF3,Cancer,O,Q9GZM5
TINAGL1,Non-essential,D,Q9GZM7
NDEL1,Non-essential,D,Q9GZM8
GPR88,Non-essential,D,Q9GZN0
ACTR6,Core,D,Q9GZN1
TGIF2,Non-essential,D,Q9GZN2
PRSS22,Non-essential,D,Q9GZN4
SLC6A16,Cancer,O,Q9GZN6
ROGDI,Non-essential,D,Q9GZN7
ADISSP,Non-essential,D,Q9GZN8
PDGFD,Non-essential,D,Q9GZP0
NRSN2,Cancer,O,Q9GZP1
PITHD1,Non-essential,D,Q9GZP4
VN1R1,Non-essential,D,Q9GZP7
C19orf33,Non-essential,D,Q9GZP8
DERL2,Non-essential,D,Q9GZP9
COMMD5,Non-essential,D,Q9GZQ3
NMUR2,Non-essential,D,Q9GZQ4
NPFFR1,Non-essential,D,Q9GZQ6
MAP1LC3B,Non-essential,D,Q9GZQ8
SENP6,Core,D,Q9GZR1
REXO4,Cancer,O,Q9GZR2
ELOVL4,Non-essential,D,Q9GZR5
DDX24,Core,D,Q9GZR7
DNAI2,Cancer,O,Q9GZS0
POLR1E,Core,D,Q9GZS1
SKIC8,Core,D,Q9GZS3
CHST5,Non-essential,D,Q9GZS9
SLIRP,Non-essential,D,Q9GZT3
SRR,Non-essential,D,Q9GZT4
WNT10A,Non-essential,D,Q9GZT5
CCDC90B,Non-essential,D,Q9GZT6
NIF3L1,Non-essential,D,Q9GZT8
EGLN1,Non-essential,D,Q9GZT9
C6orf62,Non-essential,D,Q9GZU0
MCOLN1,Non-essential,D,Q9GZU1
PEG3,Non-essential,D,Q9GZU2
TMEM39B,Non-essential,D,Q9GZU3
NYX,Non-essential,D,Q9GZU5
CTDSP1,Non-essential,D,Q9GZU7
PSME3IP1,Non-essential,D,Q9GZU8
ANKRD2,Non-essential,D,Q9GZV1
SLC5A7,Non-essential,D,Q9GZV3
EIF5A2,Non-essential,D,Q9GZV4
WWTR1,Non-essential,D,Q9GZV5
HAPLN2,Non-essential,D,Q9GZV7
PRDM14,Non-essential,D,Q9GZV8
FGF23,Non-essential,D,Q9GZV9
MS4A7,Non-essential,D,Q9GZW8
CHST6,Non-essential,D,Q9GZX3
ZNF350,Non-essential,D,Q9GZX5
IL22,Non-essential,D,Q9GZX6
AICDA,Non-essential,D,Q9GZX7
TWSG1,Non-essential,D,Q9GZX9
PBOV1,Non-essential,D,Q9GZY1
COA1,Cancer,O,Q9GZY4
LAT2,Non-essential,D,Q9GZY6
MFF,Non-essential,D,Q9GZY8
HOXD1,Non-essential,D,Q9GZZ0
NAA50,Core,B,Q9GZZ1
CHRNA10,Non-essential,D,Q9GZZ6
GFRA4,Non-essential,D,Q9GZZ7
LACRT,Non-essential,D,Q9GZZ8
UBA5,Non-essential,D,Q9GZZ9
MKRN2,Non-essential,D,Q9H000
LHPP,Non-essential,D,Q9H008
NACA2,Non-essential,D,Q9H009
ADAM19,Non-essential,D,Q9H013
SLC22A4,Non-essential,D,Q9H015
MTFR1L,Non-essential,D,Q9H019
SPRTN,Core,D,Q9H040
TMEM126A,Non-essential,D,Q9H061
MAF1,Non-essential,D,Q9H063
DRC3,Non-essential,D,Q9H069
PAIP1,Non-essential,D,Q9H074
CLPB,Non-essential,D,Q9H078
KATNBL1,Non-essential,D,Q9H079
MIS12,Core,D,Q9H081
RAB33B,Non-essential,D,Q9H082
LSG1,Core,D,Q9H089
ZMYND15,Non-essential,D,Q9H091
NUAK2,Non-essential,D,Q9H093
NBPF3,Non-essential,D,Q9H094
FAM107B,Non-essential,D,Q9H098
NAT10,Core,D,Q9H0A0
RNF32,Non-essential,D,Q9H0A6
COMMD4,Non-essential,D,Q9H0A8
SPATC1L,Non-essential,D,Q9H0A9
IQCN,Non-essential,D,Q9H0B3
KLC2,Non-essential,D,Q9H0B6
CRISPLD2,Non-essential,D,Q9H0B8
ZMYND12,Non-essential,D,Q9H0C1
SLC25A31,Non-essential,D,Q9H0C2
TMEM117,Non-essential,D,Q9H0C3
BTBD1,Non-essential,D,Q9H0C5
ILKAP,Non-essential,D,Q9H0C8
ZNF541,Non-essential,D,Q9H0D2
XRN2,Core,D,Q9H0D6
TOLLIP,Non-essential,D,Q9H0E2
SAP130,Non-essential,D,Q9H0E3
USP44,Non-essential,D,Q9H0E7
BRD8,Non-essential,D,Q9H0E9
RNF38,Non-essential,D,Q9H0F5
SHARPIN,Cancer,O,Q9H0F6
ARL6,Cancer,O,Q9H0F7
NSRP1,Cancer,O,Q9H0G5
INTS2,Core,B,Q9H0H0
KLHL25,Non-essential,D,Q9H0H3
RACGAP1,Core,B,Q9H0H5
ENKD1,Non-essential,D,Q9H0I2
CFAP263,Non-essential,D,Q9H0I3
TKTL2,Non-essential,D,Q9H0I9
QRICH2,Non-essential,D,Q9H0J4
PARP12,Non-essential,D,Q9H0J9
SIK2,Non-essential,D,Q9H0K1
RSPH6A,Non-essential,D,Q9H0K4
PUS7L,Non-essential,D,Q9H0K6
CSTF2T,Non-essential,D,Q9H0L4
WWP1,Non-essential,D,Q9H0M0
ZCWPW1,Non-essential,D,Q9H0M4
